Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,FBI Code,Location,Time,Seconds,Hour,NEW LOCATION,Latitude,Longitude,simple location
HY411891,9/5/2015 14:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.742335144, -87.657162229)",2:00:00,0,2, Auburn Gresham,41.74233514,-87.65716223,Lower Town
HY411860,9/5/2015 16:48,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,6,"(41.73625535, -87.62820806)",4:48:00,0,4, Chatham,41.73625535,-87.62820806,Middle City
HY411924,9/5/2015 18:45,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.761608936, -87.570069811)",6:45:00,0,6, Bryn Mawr East,41.76160894,-87.57006981,Upper Town
HY411854,9/1/2015 22:00,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,6,"(41.810003402, -87.616344268)",10:00:00,0,10, Grand Boulevard,41.8100034,-87.61634427,Middle City
HY411945,9/3/2015 16:00,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,6,"(41.94969873, -87.752748033)",4:00:00,0,4, Portage Park,41.94969873,-87.75274803,Upper Town
HY411925,9/5/2015 18:33,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.878148628, -87.75498609)",6:33:00,0,6, Austin,41.87814863,-87.75498609,West Side
HY411912,9/5/2015 18:25,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,TRUE,26,"(41.754592961, -87.741528537)",6:25:00,0,6, West Lawn,41.75459296,-87.74152854,Lower Town
HY411911,9/3/2015 0:01,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,6,"(41.796954599, -87.592593383)",12:01:00,0,12, Hyde Park,41.7969546,-87.59259338,Lower Town
HY411944,9/5/2015 19:10,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,FALSE,FALSE,26,"(41.968434832, -87.710088296)",7:10:00,0,7, Albany Park,41.96843483,-87.7100883,Upper Town
HY411936,9/5/2015 18:00,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,6,"(41.840745159, -87.645132346)",6:00:00,0,6, Bridgeport,41.84074516,-87.64513235,Middle City
HY411724,9/5/2015 15:33,CRIMINAL TRESPASS,TO LAND,STREET,FALSE,FALSE,26,"(41.895372185, -87.725362479)",3:33:00,0,3, Humboldt Park,41.89537219,-87.72536248,West Side
HY411702,9/5/2015 15:10,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.952722658, -87.683570132)",3:10:00,0,3, North Center,41.95272266,-87.68357013,Upper Town
HY411716,9/5/2015 15:00,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,08B,"(41.866105993, -87.729755359)",3:00:00,0,3, North Lawndale,41.86610599,-87.72975536,West Side
HY411934,9/5/2015 18:23,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,6,"(41.773256969, -87.718532522)",6:23:00,0,6, West Lawn,41.77325697,-87.71853252,Lower Town
HY411851,9/5/2015 16:30,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,08B,"(41.861624227, -87.721383491)",4:30:00,0,4, North Lawndale,41.86162423,-87.72138349,West Side
HY411902,9/5/2015 16:20,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.844459201, -87.709204691)",4:20:00,0,4, South Lawndale,41.8444592,-87.70920469,Lower Town
HY411895,9/3/2015 22:00,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,FALSE,2,"(41.656610975, -87.605130623)",10:00:00,0,10, Altgeld Gardens,41.65661098,-87.60513062,Lower Town
HY411754,9/5/2015 1:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.793424442, -87.583554214)",1:00:00,0,1, Hyde Park,41.79342444,-87.58355421,Lower Town
HY411900,9/5/2015 18:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,08B,"(41.790626555, -87.586700079)",6:00:00,0,6, Hyde Park,41.79062656,-87.58670008,Lower Town
HY411837,9/5/2015 15:00,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,FALSE,TRUE,08B,"(41.816039143, -87.626258734)",3:00:00,0,3, Grand Boulevard,41.81603914,-87.62625873,Middle City
HY215050,4/8/2015 13:00,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,6,"(41.878367594, -87.763102904)",1:00:00,0,1, Austin,41.87836759,-87.7631029,West Side
HY411736,9/5/2015 14:43,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,08B,"(41.822729449, -87.608174963)",2:43:00,0,2, Grand Boulevard,41.82272945,-87.60817496,Middle City
HY411813,9/5/2015 16:31,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,08A,"(41.877363835, -87.701856542)",4:31:00,0,4, East Garfield Park,41.87736384,-87.70185654,West Side
HY411874,9/5/2015 17:21,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,TRUE,FALSE,18,"(41.870932257, -87.744921277)",5:21:00,0,5, Austin,41.87093226,-87.74492128,West Side
HY411758,9/3/2015 20:00,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,6,"(41.732909886, -87.546998736)",8:00:00,0,8, South Chicago,41.73290989,-87.54699874,East Side
HY411918,9/4/2015 17:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.860911204, -87.695744714)",5:00:00,0,5, North Lawndale,41.8609112,-87.69574471,West Side
HY411880,7/7/2015 22:06,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,26,"(41.855757398, -87.682034455)",10:06:00,0,10, Lower West Side,41.8557574,-87.68203446,Lower Town
HY411869,9/5/2015 17:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.852764648, -87.708940428)",5:00:00,0,5, South Lawndale,41.85276465,-87.70894043,Lower Town
HY411812,9/5/2015 14:50,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,3,"(41.854752959, -87.711233594)",2:50:00,0,2, North Lawndale,41.85475296,-87.71123359,West Side
HY411964,9/5/2015 19:00,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,08A,"(41.75416291, -87.550382277)",7:00:00,0,7, South Shore,41.75416291,-87.55038228,Lower Town
HY411901,9/5/2015 17:30,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,6,"(41.751851824, -87.557201164)",5:30:00,0,5, South Shore,41.75185182,-87.55720116,Lower Town
HY411979,9/5/2015 19:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.771819552, -87.693511744)",7:30:00,0,7, Chicago Lawn,41.77181955,-87.69351174,Middle City
HY411919,9/5/2015 13:21,PUBLIC PEACE VIOLATION,OTHER VIOLATION,APARTMENT,TRUE,FALSE,26,"(41.809611253, -87.690579179)",1:21:00,0,1, Brighton Park,41.80961125,-87.69057918,Lower Town
HY411865,9/5/2015 17:40,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,26,"(41.796918756, -87.662232804)",5:40:00,0,5, New City,41.79691876,-87.6622328,Middle City
HY411846,8/18/2015 12:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,6,"(41.735084271, -87.552764692)",12:00:00,0,12, South Chicago,41.73508427,-87.55276469,East Side
HY411788,9/5/2015 12:20,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,5,"(41.800626881, -87.670845863)",12:20:00,0,12, New City,41.80062688,-87.67084586,Middle City
HY411956,9/5/2015 18:40,ASSAULT,SIMPLE,BAR OR TAVERN,TRUE,FALSE,08A,"(42.007896244, -87.666598695)",6:40:00,0,6, Rogers Park,42.00789624,-87.6665987,Upper Town
HY411955,9/5/2015 19:08,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.734666499, -87.576877451)",7:08:00,0,7, Calumet Heights,41.7346665,-87.57687745,East Side
HY411667,9/5/2015 14:02,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,DRUG STORE,TRUE,FALSE,3,"(41.692546378, -87.626393601)",2:02:00,0,2, Roseland,41.69254638,-87.6263936,East Side
HY411963,9/5/2015 18:00,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,STREET,FALSE,TRUE,26,"(41.896765982, -87.753973344)",6:00:00,0,6, Austin,41.89676598,-87.75397334,West Side
JC476123,9/24/2019 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,11,"(41.852248185, -87.623786256)",8:00:00,0,8, Near South Side,41.85224819,-87.62378626,Upper Town
HY411943,9/3/2015 12:00,DECEPTIVE PRACTICE,FORGERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,10,"(41.851727501, -87.708469683)",12:00:00,0,12, South Lawndale,41.8517275,-87.70846968,Lower Town
HY411970,9/5/2015 19:09,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,04A,"(41.78964533, -87.655972231)",7:09:00,0,7, West Englewood,41.78964533,-87.65597223,Lower Town
HY411974,9/5/2015 19:35,CRIMINAL TRESPASS,TO LAND,SPORTS ARENA/STADIUM,TRUE,FALSE,26,"(41.863196881, -87.614817819)",7:35:00,0,7, Near South Side,41.86319688,-87.61481782,Upper Town
HY411987,9/5/2015 19:40,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.729878114, -87.651951467)",7:40:00,0,7, Washington Heights,41.72987811,-87.65195147,Middle City
HY411997,8/25/2015 18:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,26,"(41.767409273, -87.582816167)",6:00:00,0,6, Parkside,41.76740927,-87.58281617,Upper Town
HY411958,9/5/2015 18:26,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.870242152, -87.686994534)",6:26:00,0,6, Near West Side,41.87024215,-87.68699453,Upper Town
HY412009,9/5/2015 8:41,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,26,"(41.71068216, -87.599455553)",8:41:00,0,8, London Towne Houses,41.71068216,-87.59945555,Upper Town
HY411947,9/5/2015 19:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,14,"(41.741925176, -87.563652449)",7:00:00,0,7, South Chicago,41.74192518,-87.56365245,East Side
HY411992,9/2/2015 2:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.797307609, -87.644016645)",2:00:00,0,2, New City,41.79730761,-87.64401665,Middle City
HY411983,9/5/2015 19:45,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,6,"(41.863642218, -87.627331436)",7:45:00,0,7, Near South Side,41.86364222,-87.62733144,Upper Town
HY411916,9/5/2015 17:45,THEFT,OVER $500,PARK PROPERTY,TRUE,FALSE,6,"(41.884932988, -87.664621314)",5:45:00,0,5, Near West Side,41.88493299,-87.66462131,Upper Town
HY412002,9/5/2015 20:02,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,15,"(41.884633377, -87.666897623)",8:02:00,0,8, Near West Side,41.88463338,-87.66689762,Upper Town
HY411909,9/5/2015 7:00,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.96137851, -87.65474101)",7:00:00,0,7, Uptown,41.96137851,-87.65474101,Upper Town
HY411994,9/5/2015 20:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(42.01980733, -87.668248096)",8:00:00,0,8, Rogers Park,42.01980733,-87.6682481,Upper Town
HY412010,9/5/2015 20:20,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,18,"(41.870028132, -87.708823855)",8:20:00,0,8, North Lawndale,41.87002813,-87.70882386,West Side
HY411649,9/4/2015 14:00,THEFT,OVER $500,APARTMENT,FALSE,FALSE,6,"(42.000437741, -87.681444081)",2:00:00,0,2, West Ridge,42.00043774,-87.68144408,Upper Town
HY411694,9/5/2015 2:00,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,6,"(41.939918899, -87.653369734)",2:00:00,0,2, Lake View,41.9399189,-87.65336973,Upper Town
HY412027,9/5/2015 20:25,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,08B,"(41.747078609, -87.704758294)",8:25:00,0,8, Ashburn,41.74707861,-87.70475829,Lower Town
HY411990,9/5/2015 19:40,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,08B,"(41.911367051, -87.626401638)",7:40:00,0,7, Lincoln Park,41.91136705,-87.62640164,Upper Town
HY411995,9/5/2015 19:59,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,18,"(41.790213318, -87.683028384)",7:59:00,0,7, Gage Park,41.79021332,-87.68302838,Lower Town
HY411128,9/5/2015 3:40,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,5,"(41.936594317, -87.72711383)",3:40:00,0,3, Beat 2523,41.93659432,-87.72711383,Upper Town
HY411125,9/5/2015 3:50,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,08B,"(41.926763837, -87.767302342)",3:50:00,0,3, Belmont Cragin,41.92676384,-87.76730234,West Side
HY411950,9/5/2015 18:45,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,6,"(41.997544797, -87.700467444)",6:45:00,0,6, West Ridge,41.9975448,-87.70046744,Upper Town
HY411158,9/5/2015 4:27,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.9269381, -87.719499245)",4:27:00,0,4, Logan Square,41.9269381,-87.71949925,West Side
HY412041,9/5/2015 21:02,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,26,"(41.950554101, -87.64714331)",9:02:00,0,9, Lake View,41.9505541,-87.64714331,Upper Town
HY412016,9/5/2015 20:20,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,08B,"(41.824672425, -87.644746823)",8:20:00,0,8, Bridgeport,41.82467243,-87.64474682,Middle City
HY215885,4/8/2015 21:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.940570914, -87.753183696)",9:30:00,0,9, Portage Park,41.94057091,-87.7531837,Upper Town
HY412039,9/5/2015 21:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,18,"(41.898629212, -87.751238366)",9:00:00,0,9, Austin,41.89862921,-87.75123837,West Side
HY412019,9/4/2015 22:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.993014622, -87.70605594)",10:00:00,0,10, West Ridge,41.99301462,-87.70605594,Upper Town
HY411981,9/5/2015 19:35,THEFT,$500 AND UNDER,OTHER,TRUE,FALSE,6,"(41.858449995, -87.710316759)",7:35:00,0,7, North Lawndale,41.85845,-87.71031676,West Side
HY411920,8/29/2015 12:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.83799281, -87.714617928)",12:00:00,0,12, South Lawndale,41.83799281,-87.71461793,Lower Town
HY412011,9/5/2015 20:01,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,15,"(41.687031513, -87.631971235)",8:01:00,0,8, Roseland,41.68703151,-87.63197124,East Side
HY412032,9/5/2015 18:55,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,DEPARTMENT STORE,FALSE,FALSE,11,"(41.94173367, -87.688232138)",6:55:00,0,6, North Center,41.94173367,-87.68823214,Upper Town
HY411989,9/5/2015 15:30,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,04B,"(41.864422417, -87.710486394)",3:30:00,0,3, North Lawndale,41.86442242,-87.71048639,West Side
HY412017,9/5/2015 20:38,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,18,"(41.751325905, -87.552890447)",8:38:00,0,8, South Chicago,41.75132591,-87.55289045,East Side
HY412005,9/5/2015 19:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.854630303, -87.70533607)",7:00:00,0,7, North Lawndale,41.8546303,-87.70533607,West Side
HY411473,9/5/2015 10:13,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,18,"(41.870601801, -87.717997147)",10:13:00,0,10, East Garfield Park,41.8706018,-87.71799715,West Side
HY412042,8/29/2015 5:00,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,14,"(41.947485405, -87.656741053)",5:00:00,0,5, Lake View,41.94748541,-87.65674105,Upper Town
HY411985,9/4/2015 19:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,11,"(41.751208679, -87.609607175)",7:00:00,0,7, Greater Grand Crossing,41.75120868,-87.60960718,Middle City
HY411868,9/5/2015 17:17,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,08B,"(41.686867374, -87.620901922)",5:17:00,0,5, Roseland,41.68686737,-87.62090192,East Side
HY412061,9/5/2015 20:40,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,08B,"(41.96910508, -87.653625718)",8:40:00,0,8, Uptown,41.96910508,-87.65362572,Upper Town
HY412000,9/5/2015 20:06,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,5,"(41.671453418, -87.638091856)",8:06:00,0,8, West Pullman,41.67145342,-87.63809186,Lower Town
HY411840,9/4/2015 21:00,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,14,"(41.73112981, -87.664141664)",9:00:00,0,9, Washington Heights,41.73112981,-87.66414166,Middle City
HY412048,9/5/2015 20:52,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,18,"(41.793642732, -87.666113821)",8:52:00,0,8, West Englewood,41.79364273,-87.66611382,Lower Town
HY412057,9/5/2015 21:15,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,08B,"(41.768237554, -87.637223806)",9:15:00,0,9, Englewood,41.76823755,-87.63722381,Lower Town
HY411896,9/5/2015 17:36,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CONSTRUCTION SITE,TRUE,FALSE,04B,"(41.877532516, -87.672336114)",5:36:00,0,5, Near West Side,41.87753252,-87.67233611,Upper Town
HY412064,9/5/2015 21:25,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,TRUE,26,"(41.983010955, -87.713436586)",9:25:00,0,9, North Park,41.98301096,-87.71343659,Upper Town
HY412040,9/5/2015 21:04,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,08B,"(41.751291477, -87.604904392)",9:04:00,0,9, Greater Grand Crossing,41.75129148,-87.60490439,Middle City
HY412070,9/5/2015 21:14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,14,"(41.756011153, -87.587288339)",9:14:00,0,9, South Shore,41.75601115,-87.58728834,Lower Town
HY411971,9/5/2015 19:26,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,14,"(41.736463265, -87.554176909)",7:26:00,0,7, South Chicago,41.73646327,-87.55417691,East Side
HY411946,9/5/2015 18:14,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,6,"(41.930946496, -87.788962647)",6:14:00,0,6, Belmont Cragin,41.9309465,-87.78896265,West Side
HY411738,9/5/2015 14:30,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.751375148, -87.55895132)",2:30:00,0,2, South Chicago,41.75137515,-87.55895132,East Side
HY412063,9/5/2015 21:05,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,18,"(41.878181557, -87.754985793)",9:05:00,0,9, Austin,41.87818156,-87.75498579,West Side
HY412031,9/4/2015 22:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,14,"(41.992432304, -87.707967144)",10:00:00,0,10, West Ridge,41.9924323,-87.70796714,Upper Town
HY412034,9/5/2015 20:30,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,6,"(41.843795034, -87.724533469)",8:30:00,0,8, South Lawndale,41.84379503,-87.72453347,Lower Town
HY412013,9/1/2015 15:00,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,08B,"(41.932675995, -87.684512332)",3:00:00,0,3, Logan Square,41.932676,-87.68451233,West Side
HY412023,9/5/2015 18:00,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,6,"(41.931451005, -87.686755494)",6:00:00,0,6, Logan Square,41.93145101,-87.68675549,West Side
HY411764,9/3/2015 10:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.74027302, -87.562411727)",10:00:00,0,10, South Chicago,41.74027302,-87.56241173,East Side
HY411831,8/18/2015 12:00,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,11,"(41.758263117, -87.572473466)",12:00:00,0,12, South Shore,41.75826312,-87.57247347,Lower Town
HY412056,9/5/2015 20:42,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.733087064, -87.565897571)",8:42:00,0,8, Calumet Heights,41.73308706,-87.56589757,East Side
HY412092,9/5/2015 21:45,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,08B,"(41.75291585, -87.559936962)",9:45:00,0,9, South Shore,41.75291585,-87.55993696,Lower Town
HY412035,9/5/2015 20:30,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,TRUE,FALSE,26,"(41.781576603, -87.615660095)",8:30:00,0,8, Woodlawn,41.7815766,-87.6156601,Middle City
HY412054,9/5/2015 21:15,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.96602645, -87.657872309)",9:15:00,0,9, Uptown,41.96602645,-87.65787231,Upper Town
HY411775,9/5/2015 14:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.736543539, -87.562416028)",2:00:00,0,2, South Chicago,41.73654354,-87.56241603,East Side
HY412060,9/5/2015 20:55,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,08B,"(41.814489708, -87.604478527)",8:55:00,0,8, Kenwood,41.81448971,-87.60447853,Middle City
HY412086,9/5/2015 21:25,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,18,"(41.739029939, -87.624209555)",9:25:00,0,9, Chatham,41.73902994,-87.62420956,Middle City
HY412094,9/5/2015 20:05,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,6,"(41.875367424, -87.627620993)",8:05:00,0,8, Loop,41.87536742,-87.62762099,Upper Town
HY412081,9/5/2015 20:15,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,14,"(41.973400963, -87.672158497)",8:15:00,0,8, Andersonville,41.97340096,-87.6721585,Upper Town
HY410810,9/3/2015 22:30,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,"(41.998434162, -87.683807982)",10:30:00,0,10, West Ridge,41.99843416,-87.68380798,Upper Town
HY412102,9/5/2015 21:10,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,08A,"(42.001719931, -87.671011848)",9:10:00,0,9, Rogers Park,42.00171993,-87.67101185,Upper Town
HY412050,9/5/2015 21:00,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,26,"(41.875132759, -87.670209164)",9:00:00,0,9, Near West Side,41.87513276,-87.67020916,Upper Town
HY412047,9/5/2015 18:10,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESTAURANT,TRUE,FALSE,24,"(41.702684634, -87.525329402)",6:10:00,0,6, East Side,41.70268463,-87.5253294,East Side
HY412106,9/5/2015 21:48,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,FALSE,FALSE,26,"(41.734773117, -87.545774287)",9:48:00,0,9, South Chicago,41.73477312,-87.54577429,East Side
HY412073,9/5/2015 21:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,18,"(41.84574044, -87.711166767)",9:00:00,0,9, South Lawndale,41.84574044,-87.71116677,Lower Town
HY412093,9/5/2015 20:00,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,08B,"(41.824177767, -87.704441353)",8:00:00,0,8, Brighton Park,41.82417777,-87.70444135,Lower Town
HY412114,9/5/2015 13:00,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.886323884, -87.660787465)",1:00:00,0,1, Kinzie Industrial Corridor,41.88632388,-87.66078747,Upper Town
JE482457,12/19/2021 7:23,BATTERY,SIMPLE,SIDEWALK,TRUE,TRUE,08B,"(41.81665685, -87.695688608)",7:23:00,0,7, Brighton Park,41.81665685,-87.69568861,Lower Town
HY412077,9/5/2015 21:22,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA STATION,TRUE,FALSE,18,"(41.750940757, -87.625185222)",9:22:00,0,9, Chatham,41.75094076,-87.62518522,Middle City
HY412135,9/5/2015 22:38,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,26,"(41.943844128, -87.649380278)",10:38:00,0,10, Lake View,41.94384413,-87.64938028,Upper Town
HY411890,9/5/2015 16:45,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,5,"(41.749500119, -87.601124421)",4:45:00,0,4, Chatham,41.74950012,-87.60112442,Middle City
HY412095,9/5/2015 21:15,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,7,"(41.836345017, -87.633146918)",9:15:00,0,9, Armour Square,41.83634502,-87.63314692,Upper Town
HY412133,9/5/2015 21:50,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,24,"(41.871646618, -87.724034269)",9:50:00,0,9, West Garfield Park,41.87164662,-87.72403427,West Side
HY412030,9/5/2015 17:10,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,14,"(41.816738574, -87.611203)",5:10:00,0,5, Grand Boulevard,41.81673857,-87.611203,Middle City
HY412153,9/5/2015 22:40,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.946367674, -87.727859352)",10:40:00,0,10, Irving Park,41.94636767,-87.72785935,Upper Town
HY412083,9/5/2015 18:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.965455945, -87.726729983)",6:30:00,0,6, Albany Park,41.96545595,-87.72672998,Upper Town
